
index,instruction,topic,difficulty,baseline_rougeL,finetuned_rougeL,improvement
93,"My pretraining loss curve looks weird. After the warmup phase, it flatlines for a long time, barely moving, before eventually starting to slowly decrease. It's not diverging, just stuck. What could be the issue?",Learning rate schedule design and warmup tuning,junior,0.0995850622406639,0.15228426395939088,0.05269920171872698
94,"We're trying to fine-tune a Llama 1 65B model (which is MHA) and convert it to GQA (8 groups) on a custom dataset. We initialized the GQA layers by taking the first 8 MHA K/V heads and simply dropping the rest. Training started, but the loss spiked almost immediately and never recovered. We're puzzled because we kept the query heads. What went wrong?","Explaining attention mechanism variants (MHA, GQA, MQA, MLA) and tradeoffs",staff,0.15328467153284672,0.17142857142857143,0.018143899895724708
95,"This is our config for allocating users to A/B variants in our internal experimentation platform. Anything immediately jump out? `{""experiment_name"": ""LLM_Reranker_V2"", ""traffic_split"": {""control"": 0.5, ""treatment"": 0.5}, ""allocation_unit"": ""session_id"", ""stratification_keys"": [""region"", ""device_type""], ""duration_days"": 14}`","A/B testing a model change in production (statistical power, guardrail metrics)",staff,0.08430913348946134,0.12658227848101267,0.042273144991551326
96,"```python
import pandas as pd

def calculate_conversion_rate(df):
    # df has columns: 'user_id', 'event_type', 'timestamp'
    impressions = df[df['event_type'] == 'impression'].shape[0]
    clicks = df[df['event_type'] == 'click'].shape[0]
    return clicks / impressions if impressions > 0 else 0

# Later, in A/B analysis:
control_cr = calculate_conversion_rate(control_df)
treatment_cr = calculate_conversion_rate(treatment_df)
```
This is how I'm calculating conversion rate for my A/B test for a new product recommendation system. Any issues?","A/B testing a model change in production (statistical power, guardrail metrics)",junior,0.10659898477157359,0.10215053763440861,-0.004448447137164982
97,"We deployed an `mixtral-8x7b-instruct-v0.1` model with TGI on a cluster of A100s using sharding. Initial tests looked good, sub-second TTFT and ~80 tok/s/GPU throughput. After we ramped up traffic to ~300 concurrent requests, TTFT shot up to 5-10 seconds, and throughput dropped by 50%. What's the most likely culprit?","Model serving architecture (vLLM, TGI, llama.cpp tradeoffs)",staff,0.09190371991247266,0.11891891891891891,0.02701519900644625
98,"Here's my PyTorch PTQ script for a simple CNN. My model is a `nn.Sequential` block.
```python
import torch
import torch.nn as nn

class SimpleCNN(nn.Module):
    def __init__(self):
        super().__init__()
        self.conv1 = nn.Conv2d(3, 16, 3, padding=1)
        self.bn1 = nn.BatchNorm2d(16)
        self.relu1 = nn.ReLU()
        self.conv2 = nn.Conv2d(16, 32, 3, padding=1)
        self.relu2 = nn.ReLU()
        self.pool = nn.MaxPool2d(2)
        self.fc = nn.Linear(32 * 16 * 16, 10) # Assuming 64x64 input

    def forward(self, x):
        x = self.relu1(self.bn1(self.conv1(x)))
        x = self.pool(x)
        x = self.relu2(self.conv2(x))
        x = self.pool(x)
        x = x.view(x.size(0), -1)
        x = self.fc(x)
        return x

model = SimpleCNN()
model.eval()

model.qconfig = torch.quantization.get_default_qconfig('fbgemm')
quantized_model = torch.quantization.prepare(model)
# ... run calibration here ...
quantized_model = torch.quantization.convert(quantized_model)
```
Anything obvious I'm missing for a good PTQ?",Quantization-aware training vs post-training quantization,junior,0.09732360097323602,0.11382113821138212,0.016497537238146107
99,"In our DDP setup, we want to save checkpoints regularly. Is it okay to just call `torch.save(model.state_dict(), f'checkpoint_{epoch}.pt')` on all ranks?","Distributed training failures (NCCL hangs, rank mismatches, gradient sync bugs)",junior,0.1587982832618026,0.17094017094017094,0.012141887678368352
100,"I'm experimenting with a custom LR schedule for an RL agent. It's a linear warmup to `1e-4` over 1000 steps, then holds `1e-4` constant for the remaining 50k steps. Does this make sense?",Learning rate schedule design and warmup tuning,staff,0.10833333333333332,0.19742489270386265,0.08909155937052933
101,"For a large-scale pre-training of a 20B encoder-decoder model, assuming I have enough compute, is there any reason to *not* use Sophia? The promise of fewer steps is attractive.",Choosing optimizers (AdamW vs Lion vs Sophia) and when it matters,staff,0.12213740458015267,0.14634146341463417,0.0242040588344815
102,"What's the right balance between broad red-team coverage and deep, targeted adversarial attacks for a new model?",Designing a red-team eval set for a new model release,staff,0.10483870967741936,0.17355371900826444,0.06871500933084508
103,"We've been using PPO for our LLM summarization task, and while it's stable, the generated summaries occasionally drift into repetitive phrases or overly generic statements. This usually happens after about 50k steps. What's the most common cause for this in PPO?",GRPO vs PPO tradeoffs for LLM fine-tuning,staff,0.127208480565371,0.1523809523809524,0.025172471815581382
104,"I'm planning to enable `torch.compile` for my next training run, but I want to resume from a checkpoint generated by an *uncompiled* run. Are there any major pitfalls I should watch out for besides potential performance regressions?","Checkpoint resume bugs (optimizer state mismatch, torch.compile state_dict prefix issues, LR schedule discontinuity)",senior,0.12446351931330472,0.1456582633053221,0.021194743992017387
105,"Given a 10 TFLOPs/s inference budget, when does an 8x7B MoE model actually beat a dense 70B model in practical, P99 latency for single-token generation on an A100?",Tradeoffs between dense vs sparse (MoE) models at a given inference budget,senior,0.13930348258706468,0.1414141414141414,0.002110658827076728
106,"We're fine-tuning Llama-2-7B on a proprietary dataset. The loss curve looks generally fine, but every 500-1000 steps, we see a sharp, brief spike in loss before it recovers. This happens consistently across multiple runs. What's the most likely culprit here, and what should I check first?","Diagnosing training instability (loss spikes, gradient norm explosions, dead neurons)",senior,0.09051724137931033,0.12738853503184713,0.0368712936525368
107,"I'm trying to serve Llama 2 70B with vLLM on an A100 80GB, but I keep getting `RuntimeError: CUDA out of memory. Tried to allocate X GiB (GPU 0; Y GiB total capacity; Z GiB already allocated; W GiB free; P GiB reserved in total by PyTorch)` during startup. I'm using `tensor_parallel_size=1`. What gives?","Model serving architecture (vLLM, TGI, llama.cpp tradeoffs)",junior,0.13991769547325103,0.18050541516245486,0.04058771968920383
108,"Reviewing this `Dockerfile` for our training environment. Goal is reproducibility. Any issues here?
```dockerfile
FROM nvidia/cuda:11.8.0-cudnn8-devel-ubuntu22.04
WORKDIR /app
COPY requirements.txt .
RUN pip install -r requirements.txt
COPY . .
ENTRYPOINT [""python"", ""train.py""]
```",Versioning and reproducibility for ML experiments,senior,0.14675052410901468,0.1857142857142857,0.03896376160527101
109,"My PPO training run with `trl.PPOTrainer` on a Llama-2-7B model keeps hitting `NaN`s in the policy loss after about 10k steps. I'm using `bfloat16` and the default AdamW optimizer. `ppo_config.clip_range` is 0.2, `ppo_config.target_kl` is 0.01. What's usually the cause?",GRPO vs PPO tradeoffs for LLM fine-tuning,junior,0.1115702479338843,0.19377162629757785,0.08220137836369355
110,Our new model improved MAE on Dataset X by 10% over the reported SOTA. We used a slightly different train/test split because the original paper's split script was broken. Is this fine?,"Reading a paper's results table skeptically (cherry-picked baselines, missing error bars, unfair comparisons)",senior,0.15555555555555556,0.21495327102803738,0.05939771547248182
111,"Is it feasible to use PPO for LLM fine-tuning without an explicit, separately trained reward model, if I only have human preference data (chosen/rejected pairs) like DPO uses?",GRPO vs PPO tradeoffs for LLM fine-tuning,senior,0.1257606490872211,0.1940928270042194,0.0683321779169983
112,"We're planning to pretrain a Mamba on our internal code corpus (mix of Python, Java, C++). Is there anything special we need to consider about the dataset or tokenization compared to pretraining a Transformer for code?",State space models / Mamba vs transformer tradeoffs,junior,0.0823045267489712,0.11447811447811448,0.03217358772914329
113,Seeing this warning: `UserWarning: Detected inf or NaN gradient values. Clipping to max_norm: 1.0` followed by loss eventually going NaN. Using `torch.cuda.amp.autocast()` and `GradScaler`. Any ideas?,"Debugging NaN/Inf losses in PyTorch training (overflow, bad LR, exploding grads, mixed precision pitfalls)",staff,0.10454545454545455,0.14465408805031446,0.04010863350485991
114,"We trained a custom Vision Transformer on a new dataset. FP32 converged fine, but when we switched to FP16 (with AMP and dynamic loss scaling), it diverged after 10 epochs. Model architecture is standard. What should I check first?","Mixed precision training pitfalls (fp16 vs bf16, loss scaling, gradient underflow)",staff,0.0935064935064935,0.13953488372093023,0.046028390214436735
115,"When resuming a training run after preemption, should I always load the `scheduler.state_dict()` as is, or are there cases where I should adjust the learning rate explicitly?",Designing a training job that survives preemption/spot instance interruption,senior,0.12322274881516587,0.17142857142857143,0.04820582261340556
116,"We're trying to fine-tune a Llama 3 8B model for text generation on a specific domain dataset (about 500k examples). We're currently using `AdamW` and it's converging well, but quite slowly. Our initial thought was to switch to `SophiaG` for faster convergence. Is this a sound plan?",Choosing optimizers (AdamW vs Lion vs Sophia) and when it matters,senior,0.11306042884990253,0.1310043668122271,0.017943937962324574
117,We've developed a new `GatedTransformerBlock` that combines our novel gating mechanism with standard multi-head attention and an FFN. Our experiments show a 1.2 BLEU improvement on a machine translation task compared to a vanilla Transformer block. What's the most critical ablation we're probably missing here?,Critiquing a novel architecture proposal for missing ablations or confounds,senior,0.091324200913242,0.17525773195876287,0.08393353104552087
118,"Our training jobs on a shared cluster show highly variable throughput. Sometimes it's great, other times it crawls. It's DDP on 8 GPUs. We suspect something external.","Diagnosing why a multi-GPU job is slower than expected (profiling, bottleneck ID)",senior,0.09271523178807947,0.10294117647058824,0.010225944682508772
119,I'm getting `ptxas fatal : Unresolved extern function '_Z...` when I try to compile my custom CUDA kernel (`.cu` file) within my PyTorch C++/CUDA extension. What does this mean?,Custom CUDA kernel debugging basics and when you actually need one,junior,0.15384615384615385,0.16045845272206302,0.006612298875909167
120,"For our real-time recommendation model, we're setting a guardrail that p99 inference latency should not exceed 50ms in the A/B test. Good enough?","A/B testing a model change in production (statistical power, guardrail metrics)",staff,0.11489361702127658,0.13392857142857142,0.019034954407294843
121,"We just fine-tuned our Llama-7B on a new 100k instruction set. Validation loss looked okay, but our internal eval on creative writing tasks completely tanked. Factual Q&A improved slightly. We ran all our standard dedup and quality filters.","Data curation for instruction tuning (dedup, quality filtering, diversity)",staff,0.13537117903930132,0.1342281879194631,-0.0011429911198382325
122,"My `nvidia-smi` shows ~70GB used out of 80GB, but my PyTorch OOM message says `reserved in total by PyTorch` is 75GB. The PyTorch profiler and `torch.cuda.memory_summary()` show peak usage around 60GB. What's the discrepancy here? The OOM is definitely happening during forward pass.","GPU memory debugging (OOM diagnosis, activation checkpointing tradeoffs, memory fragmentation)",staff,0.12955465587044535,0.11764705882352941,-0.011907597046915935
123,"Our 4x A6000 DDP training job starts fast for the first 100-200 steps, then performance drops significantly (epoch time increases by 3-4x). GPU utilization reported by `nvidia-smi` also drops from 95% to around 50-60%. We're loading data from S3 using `webdataset`.","Diagnosing why a multi-GPU job is slower than expected (profiling, bottleneck ID)",staff,0.0956521739130435,0.11046511627906976,0.01481294236602626
124,Getting `NCCL_NETWORK_ABORT: nccl_all_reduce_cuda: failed to connect to peer` during distributed training start-up on AWS P4d instances. All security groups are open. What's wrong?,"Choosing GPU hardware for a training job (VRAM math, interconnect bandwidth, cost-per-token)",senior,0.09852216748768473,0.09876543209876543,0.00024326461108069297
125,"What does it mean if both my training and validation loss curves are mostly flat and stuck around, say, 2.0, even after 50 epochs?",Overfitting vs underfitting diagnosis from loss curves alone,junior,0.12616822429906543,0.20994475138121546,0.08377652708215003
126,Why does pre-LN tend to make training deeper transformers more stable compared to post-LN?,Explaining why layer norm placement (pre-LN vs post-LN) affects training stability,staff,0.14145383104125736,0.20973782771535582,0.06828399667409846
127,"We're planning to use a static, manually curated eval set of 500 prompts for all future fine-tunes.","Designing an eval suite for a new fine-tune (what to measure, contamination risks)",staff,0.1347708894878706,0.1523809523809524,0.017610062893081785
128,"```
(train_script.py:123) MambaLayer: input_ids shape torch.Size([1, 128, 768])
(train_script.py:124) MambaLayer: hidden_states shape torch.Size([1, 128, 768])
...
loss: nan
...
```",State space models / Mamba vs transformer tradeoffs,senior,0.08714596949891067,0.14102564102564102,0.05387967152673036
129,"We deployed a new model that was fine-tuned on a custom dataset. Training metrics looked great, but in production, it's performing significantly worse than expected, almost like it's randomly guessing. We used standard Kaiming init. Any ideas?",Weight initialization schemes and why they matter at scale,senior,0.11029411764705883,0.13533834586466167,0.02504422821760284
130,Why do I always hear about needing 'strong baselines' for new architecture papers? I thought showing SOTA performance was enough.,Critiquing a novel architecture proposal for missing ablations or confounds,junior,0.11409395973154361,0.1408450704225352,0.026751110690991578
131,"I'm trying to implement gradient accumulation manually. Does this look right?
```python
for i, batch in enumerate(dataloader):
    outputs = model(**batch)
    loss = outputs.loss / gradient_accumulation_steps # Scale loss
    loss.backward()
    if (i + 1) % gradient_accumulation_steps == 0:
        optimizer.step()
        optimizer.zero_grad()
```",Batch size / gradient accumulation tradeoffs and effective batch size math,junior,0.12826603325415678,0.24096385542168675,0.11269782216752997
132,"We trained an RL agent to navigate a complex 3D environment to find a specific object. During training, the agent's path length metric decreased significantly, and it started 'finding' the object almost instantly. But during human evaluation, users reported that the object was nowhere to be seen on screen; the agent was just standing still.",Reward hacking diagnosis and mitigation,staff,0.13805970149253732,0.1797752808988764,0.041715579406339076
133,"We're implementing a prompt routing layer for our customer service chatbot. The idea is to send simple FAQs to a small, fine-tuned `bert-base-uncased` classifier, and complex queries to `gpt-3.5-turbo`. The issue is, sometimes the classifier misroutes, sending a simple question to GPT-3.5 and increasing costs unnecessarily. How would you harden this decision logic?",Cost/latency tradeoffs in model selection for a product feature,staff,0.1398305084745763,0.21359223300970878,0.0737617245351325
134,"To be safe, I'm planning to use 10,000 samples from our full production data stream for PTQ calibration of a LLaMA model. This should give the quantizer plenty of examples to get accurate ranges, right?",Calibration dataset choice for post-training quantization,junior,0.12217194570135746,0.14342629482071714,0.02125434911935968
135,"I'm using gradient accumulation with DDP. I want to accumulate for `N` steps, then update. Here's my loop, but it seems to be hanging after the first few accumulation steps:

```python
for step, batch in enumerate(dataloader):
    with model.no_sync() if (step + 1) % gradient_accumulation_steps != 0 else nullcontext():
        output = model(batch)
        loss = criterion(output, labels)
        loss.backward()

    if (step + 1) % gradient_accumulation_steps == 0:
        optimizer.step()
        optimizer.zero_grad()
```
What's wrong here?","Distributed training failures (NCCL hangs, rank mismatches, gradient sync bugs)",staff,0.2669245647969053,0.25,-0.016924564796905295
136,"My `torch.compile` model randomly crashes with `CUDA error: device-side assert triggered` during fine-tuning, but only after a few hundred steps. Running without `compile` works fine. The stack trace points deep into an `inductor` generated kernel. No `dynamo` graph breaks are reported.",torch.compile graph breaks and how to diagnose/fix them,staff,0.12524461839530332,0.14054054054054058,0.015295922145237256
137,"Getting `CUDA out of memory. Tried to allocate X GiB (total Y GiB) while already using Z GiB` during generation on a Llama-2-7B-chat model. Batch size 1, sequence length 2048. Is this just VRAM? We're using MHA.","Explaining attention mechanism variants (MHA, GQA, MQA, MLA) and tradeoffs",senior,0.12260536398467432,0.19528619528619526,0.07268083130152093
138,"I'm trying to optimize a transformer model with MHA. I've profiled it and the bottleneck is definitely the memory bandwidth for KV cache access during inference. I want to try GQA. My current MHA has `num_heads=16`. What should be my starting `num_kv_heads` for GQA, and how do I decide on the optimal value?","Explaining attention mechanism variants (MHA, GQA, MQA, MLA) and tradeoffs",junior,0.16835016835016836,0.16393442622950818,-0.004415742120660177
139,We're trying to optimize the throughput for both policy generation and reward model inference during PPO. What are the best practices for batching requests given varying sequence lengths?,"RLHF pipeline design (reward model, PPO, KL penalty tuning)",senior,0.09312638580931264,0.0995475113122172,0.006421125502904565
140,"We adapted a Transformer model to use ALiBi. Fine-tuned it on 8k sequences, then tried inference on 32k. Latency increased, but quality (perplexity, ROUGE scores) didn't improve compared to the 8k baseline, sometimes even got worse. What's the common pitfall here?","Positional encoding schemes (RoPE, ALiBi, learned) and extrapolation behavior",staff,0.13061224489795917,0.14603174603174604,0.015419501133786873
141,"Hey, I'm trying to run a training job on a remote server. When I close my SSH connection, the job dies. How do I make it keep running?","Setting up a remote training job correctly (daemonization, logging, checkpoint cadence)",junior,0.1772853185595568,0.15165876777251183,-0.025626550787044955
142,"We shipped a DPO-tuned model and it got slammed in A/B tests. Users are reporting it's too 'safe', 'boring', and 'generic'. Our preference dataset was collected by asking annotators to pick the 'more helpful and harmless' response. We used `beta=0.1` during DPO training.",DPO/IPO preference optimization pitfalls,staff,0.10196078431372549,0.2059800664451827,0.10401928213145722
143,"I'm trying to add the auxiliary loss to my MoE implementation. Does this look like a correct way to compute it based on the router outputs?
```python
def calculate_aux_loss(router_logits, top_k_indices):
    # router_logits: (batch_size, seq_len, num_experts)
    # top_k_indices: (batch_size, seq_len, top_k)
    num_experts = router_logits.shape[-1]
    tokens_per_expert = torch.zeros(num_experts, device=router_logits.device)
    for i in range(num_experts):
        tokens_per_expert[i] = (top_k_indices == i).sum()

    # Scale by batch_size * seq_len
    load_loss = tokens_per_expert.var() / (router_logits.shape[0] * router_logits.shape[1])
    return load_loss
```",Mixture-of-Experts routing design choices and load balancing,junior,0.1452991452991453,0.1513157894736842,0.006016644174538899
144,"When should I actually consider writing a custom CUDA kernel instead of just using `torch.bmm`, `einsum`, or `F.scaled_dot_product_attention`?",Custom CUDA kernel debugging basics and when you actually need one,staff,0.105515587529976,0.10970464135021098,0.004189053820234975
145,"To encourage our internal red-teamers, we're thinking of a leaderboard for who finds the most critical safety violations each month, with bonuses for the top 3.",Designing a red-team eval set for a new model release,senior,0.09333333333333334,0.13541666666666666,0.04208333333333332
146,"We have a custom C++ serving framework that loads PyTorch models. How should we ensure that deployed models retain their experiment metadata (like run ID, Git commit, metrics) for auditing and debugging, since our serving layer isn't Python/MLflow native?",Versioning and reproducibility for ML experiments,staff,0.14410480349344978,0.1076923076923077,-0.036412495801142086
147,"We switched from a constant LR to a cosine annealing scheduler with warm-up. Now, after the warm-up phase ends, `loss` immediately shoots to `inf`. It was fine with constant LR.","Debugging NaN/Inf losses in PyTorch training (overflow, bad LR, exploding grads, mixed precision pitfalls)",senior,0.10547667342799188,0.16176470588235295,0.056288032454361064
148,"I'm setting up a `auto_gptq` script to quantize a custom 13B model I fine-tuned. Here's how I'm initializing `GPTQConfig`. Does this look right for 4-bit, group size 128? I want good quality.","Quantization tradeoffs (GGUF Q4/Q5/Q8, GPTQ, AWQ) and when to use each",junior,0.08983451536643025,0.07766990291262135,-0.012164612453808898
149,"Our new summarization service using `bart-large-cnn` is exhibiting high latency spikes, sometimes hitting 2-3 seconds for a 500-word input, even on A10G GPUs. Batch size is 1. We're using `transformers.pipeline` with `torch_dtype=torch.float16`. Any thoughts?",Cost/latency tradeoffs in model selection for a product feature,senior,0.13526570048309178,0.1698841698841699,0.03461846940107813
150,"In my RL agent, I'm using a composite reward: `reward = 0.7 * rm_score + 0.3 * length_penalty`. Any issues here?",Reward hacking diagnosis and mitigation,senior,0.11378555798687089,0.16535433070866143,0.05156877272179054
151,I'm running a distributed SFT job with DeepSpeed Zero-3 on Llama-3-70B on 8xA100s. I keep hitting an OOM error that looks like this: `deepspeed.runtime.zero.partition_parameters.ZeroParamStatus.OPTIMIZER_STATE_OOM` and then in the stack trace I see a line `self.kv_cache.to(self.device)` just before the crash. What's wrong?,KV cache memory math and context length scaling,senior,0.15953307392996108,0.18181818181818185,0.022285107888220773
152,"I'm trying to profile my DDP job to find bottlenecks. I just added `torch.profiler.profile` to wrap my entire training loop for 20 epochs. After running, the output file is huge and I can't make sense of it. What's the best way to use this tool?","Diagnosing why a multi-GPU job is slower than expected (profiling, bottleneck ID)",junior,0.11428571428571428,0.12063492063492064,0.006349206349206354
153,"I'm running a custom training loop in PyTorch, trying to use a simple early stopping. What do you think?
```python
best_val_loss = float('inf')
patience = 5
epochs_no_improve = 0
for epoch in range(num_epochs):
    # training steps
    train_loss = train_one_epoch()

    # validation steps
    val_loss = validate_one_epoch()

    if val_loss < best_val_loss:
        best_val_loss = val_loss
        epochs_no_improve = 0
        torch.save(model.state_dict(), 'best_model.pt')
    else:
        epochs_no_improve += 1
        if epochs_no_improve >= patience:
            print(""Early stopping!"")
            break
    print(f""Epoch {epoch}: Train Loss = {train_loss:.4f}, Val Loss = {val_loss:.4f}"")
```",Overfitting vs underfitting diagnosis from loss curves alone,senior,0.13138686131386862,0.15584415584415584,0.02445729453028722
154,"Here's how I'm resuming from a checkpoint. Does this look robust? ```python
checkpoint = torch.load('latest.pt')
model.load_state_dict(checkpoint['model_state_dict'])
optimizer.load_state_dict(checkpoint['optimizer_state_dict'])
epoch = checkpoint['epoch']
step = checkpoint['step']
```","Setting up a remote training job correctly (daemonization, logging, checkpoint cadence)",staff,0.13151927437641722,0.1927710843373494,0.061251809960932185
155,"We're building an MoE for a long-sequence code generation task. For routing, I'm thinking of a simple hash-based router using a hash of the token's AST node type, mapping to an expert. This would group similar code constructs to specific experts. Thoughts?",Mixture-of-Experts routing design choices and load balancing,staff,0.1174089068825911,0.13385826771653542,0.016449360833944313
156,"Our recently trained 50B parameter model, which used a 4k context window during pre-training, is showing really poor performance on tasks requiring context beyond ~512 tokens. Even simple key-value retrieval fails for prompts longer than 1k. What's the likely culprit? We followed standard scaling practices for parameters and tokens.",Explaining scaling laws and what they do/don't predict,staff,0.12547528517110268,0.13054830287206265,0.00507301770095997
157,"We have two GPUs, A100 and V100. The model trains fine on the A100, but consistently gets NaN loss after a few hundred steps on the V100, even with the exact same code and seed. What gives?","Debugging NaN/Inf losses in PyTorch training (overflow, bad LR, exploding grads, mixed precision pitfalls)",junior,0.09072978303747535,0.09933774834437085,0.008607965306895504
158,We're considering QAT for a 7B LLM to hit a tight latency target on a custom accelerator. The FP16 baseline finetuning takes 3 days on 8x A100s. I'm worried QAT will double that or be unstable. Is it even feasible?,Quantization-aware training vs post-training quantization,staff,0.11016949152542374,0.1557377049180328,0.04556821339260905
159,"My new `ContextualEmbeddingLayer` is supposed to capture local context better than standard token embeddings. Unit tests pass, and it adds only minimal parameters. But when I replace the base embedding layer in my BERT-style model and fine-tune on GLUE, I see no improvement, sometimes even a slight drop. The theory is sound, what am I missing in practice?",Critiquing a novel architecture proposal for missing ablations or confounds,junior,0.125,0.1360544217687075,0.011054421768707495
160,"```python
# ...
model = MyLlamaModel.from_pretrained(""llama-7b-hf"")
# No model.eval() here

qconfig = torch.quantization.get_default_qconfig(""fbgemm"")
model_prepared = torch.quantization.fuse_modules(model, ...) # Fusing
model_prepared.qconfig = qconfig

# Calibration loop
for batch in calibration_data:
    # ... forward pass ...

model_quantized = torch.quantization.convert(model_prepared)
```
This is a simplified snippet of my PTQ flow. Anything obvious I'm missing related to calibration?",Calibration dataset choice for post-training quantization,senior,0.10377358490566038,0.1642512077294686,0.060477622823808225
